ID;Nome;Capacidade;EstadioID;total_jogos
2072;SPORTCOMPLEX VARKENOORD                                     ;800;;
2073;SYDBANK STADION                                             ;520;;
2074;SPORTCOMPLEX WIARDA                                         ;247;;
2075;SPORTPARK DIJKPOLDER                                        ;800;;
2076;CLARENCE PARK                                               ;4100;;
2077;STADION NOVA BAVARIYA                                       ;0;;
2078;RODNEY PARADE                                               ;9836;;
2079;DR. MILAN JELIC                                             ;1847;;
2080;SOLITUDE                                                    ;5442;;
2081;VITO SIMONE VENEZIANI                                       ;1517;;
2082;SPORTPARK DE KRANENMORTEL                                   ;600;;
2083;DIMOTIKO GIPEDO ELLOPIAS                                    ;0;;
2084;DIMOTIKO GIPEDO VARDAS                                      ;0;;
2085;LA ALBUERA                                                  ;800;;
2086;KING GEORGE V PARK                                          ;105;;
2087;ZORYA                                                       ;0;;
2088;SK OLIMPIK                                                  ;300;;
2089;DIMOTIKO GIPEDO PERAMATOS                                   ;0;;
2090;LIMASSOL ARENA                                              ;4000;;
2091;THE PRO-EDGE STADIUM                                        ;1564;;
2092;MUNICIPAL DE LLAGOSTERA                                     ;1000;;
2093;GIPEDO MELIGOUS                                             ;0;;
2094;THE SB STADIUM                                              ;1950;;
2095;PEDRO ESCARTÍN                                              ;4000;;
2096;HAMILTON PARK                                               ;0;;
2097;PRENTON PARK                                                ;6610;;
2098;BOLEYN GROUND                                               ;35153;;
2099;BRABRAND IF KUNSTGRÆSBANE                                   ;250;;
2100;CIUTAT ESPORTIVA DEL VILLARREAL CF - MINI ESTADI            ;2500;;
2101;ASK ARENA                                                   ;4000;;
2102;BRABRAND IF'S IDRÆTSANLÆG                                   ;879;;
2103;MSA PETROVSKIY                                              ;3018;;
2104;MIDDELFART STADION                                          ;782;;
2105;OLÍMPIC CAMILO CANO                                         ;4000;;
2106;MANFRED-WERNER-STADION                                      ;3500;;
2107;JENNER PARK                                                 ;2106;;
2108;LNZ-ARENA                                                   ;700;;
2109;PARTIZAN STADION                                            ;9372;;
2110;BLOOMFIELD ROAD                                             ;8955;;
2111;VELODROMO ATTILIO PAVESI                                    ;1403;;
2112;LA CONDOMINA                                                ;3000;;
2113;ASPMYRA STADION                                             ;8000;;
2114;STADION AN DER LOHMÜHLE                                     ;9974;;
2115;KYMENLAAKSON SÄHKÖ STADION (SAVINIEMI)                      ;3200;;
2116;ARENA GARIBALDI - ROMEO ANCONETANI                          ;7141;;
2117;BLUNDELL PARK                                               ;8418;;
2118;GIPEDO XANTHIS                                              ;0;;
2119;STADIUMI SKËNDERBEU                                         ;7500;;
2120;DIMOTIKO STADIO KORINTHOU                                   ;0;;
2121;AUESTADION                                                  ;18482;;
2122;SK PODILYA                                                  ;900;;
2123;BALLYMENA SHOWGROUNDS                                       ;2270;;
2124;SAN MIGUEL DE FUENTES DE EBRO                               ;2322;;
2125;DIMOTIKO STADIO ARIDEAS                                     ;0;;
2126;YANMAR STADIUM NAGAI                                        ;23609;;
2127;TRASTEVERE STADIUM - VITTORIO BACHELET                      ;600;;
2128;TEMP                                                        ;500;;
2129;MFA CENTENARY                                               ;979;;
2130;SPORTIVNIY GORODOK, LUZHNIKI                                ;900;;
2131;BALLERUP IDRÆTSPARK                                         ;165;;
2132;SARPUGERÐI                                                  ;280;;
2133;HØJLYNGEN                                                   ;0;;
2134;LUIS RAMOS                                                  ;963;;
2135;KUNST, KB. P.BANGSVEJ                                       ;0;;
2136;MUNICIPAL DE SANTA AMALIA                                   ;2000;;
2137;EPET ARENA                                                  ;976;;
2138;ALPI ARENA NAESBY                                           ;513;;
2139;STADION VYSHNIVETS                                          ;1200;;
2140;DIMOTIKO STADIO DRAMAS                                      ;0;;
2141;ROSKILDE IDRÆTSPARK                                         ;992;;
2142;ZENTRALSTADION SYZRAN                                       ;5000;;
2143;TESTÜBERPRÜFUNG KC / GRADSKI                                ;1450;;
2144;RACECOURSE GROUND                                           ;9949;;
2145;TOFIQ BAHRAMOV STADION                                      ;2000;;
2146;HARJUN STADION                                              ;1873;;
2147;HELIODORO RODRÍGUEZ LÓPEZ                                   ;8403;;
2148;DIMOTIKO STADIO SALAMINAS                                   ;0;;
2149;EUGANEO                                                     ;800;;
2150;DIMOTIKO STADIO PSACHNON                                    ;0;;
2151;ZENTRAL METALLURG STADIUM MAGNITOGORSK                      ;2000;;
2152;THE OVAL                                                    ;1700;;
2153;INVER PARK                                                  ;850;;
2154;GANZÁBAL                                                    ;712;;
2155;SAN MIGUEL DE PULPÍ                                         ;375;;
2156;CVIJETNI BRIJEG                                             ;4500;;
2157;LAS LLANAS                                                  ;700;;
2158;EL TORALÍN                                                  ;5500;;
2159;POLIESPORTIU MUNICIPAL DE SANT JOAN                         ;2000;;
2160;FLAMINGO LAND STADIUM                                       ;3209;;
2161;VIÐ MARGÁIR                                                 ;1219;;
2162;AHMAD BIN ALI STADIUM                                       ;0;;
2163;ORESTE GRANILLO                                             ;6765;;
2164;LOCALITY HUB BAYVIEW STADIUM                                ;903;;
2165;LUIF´S ANLÆG                                                ;237;;
2166;STADION YUVILEINYI                                          ;7200;;
2167;DEL CONERO                                                  ;1200;;
2168;VODAFONE PARK                                               ;9832;;
2169;ALCUFER STADION                                             ;601;;
2170;STAIR PARK                                                  ;722;;
2171;SPORTPARK PARKZICHT                                         ;400;;
2172;STADION GOKTSOR                                             ;8201;;
2173;SALMTALSTADION                                              ;4500;;
2174;TELE2 ARENA                                                 ;7911;;
2175;DIMOTIKO STADIO KATERINIS                                   ;4000;;
2176;TEHTAAN KENTTÄ                                              ;2146;;
2177;MOHAMMED BIN ZAYED STADIUM                                  ;4970;;
2178;STADIO KRANIDI                                              ;0;;
2179;CROWN OIL ARENA                                             ;8593;;
2180;EMILIO MACARRO RODRÍGUEZ                                    ;600;;
2181;GAETANO BONOLIS                                             ;1465;;
2182;"SPARTA-STADION ""HET KASTEEL""                                ";9934;;
2183;O ESPIÑEDO                                                  ;3000;;
2184;HERSTEDØSTER STADION                                        ;0;;
2185;BLOOMFIELD                                                  ;9972;;
2186;YUVILEINYI                                                  ;9230;;
2187;STADE DE MARRAKECH                                          ;38345;;
2188;DIMOTIKO GIPEDO NEAS SELEFKIAS                              ;0;;
2189;TOTO JACOB TURNER STADIUM                                   ;9311;;
2190;ROMEO MENTI                                                 ;3988;;
2191;ONE CALL STADIUM                                            ;7574;;
2192;REPUBLICAN STADIUM AFTER V. SARGSYAN                        ;9000;;
2193;SHOW PARK                                                   ;421;;
2194;VERITAS STADION                                             ;7610;;
2195;DIMOTIKO GIPEDO AGIOU MATTHEOU ’TASOS KAPODISTRIAS’         ;0;;
2196;SÓSTÓI STADION                                              ;9243;;
2197;ST MARY'S PARK                                              ;0;;
2198;RIVIERA DELLE PALME                                         ;2956;;
2199;DVTK STADION                                                ;5200;;
2200;BLACKWELL MEADOWS                                           ;3106;;
2201;MUNICIPAL DE EL PASO                                        ;2600;;
2202;MS-TECHNOLOGIE-ARENA                                        ;8300;;
2203;SPORTPARK ZUID                                              ;615;;
2204;MOTION_INVEST ARENA                                         ;5000;;
2205;SPORTPARK ADRICHEM                                          ;0;;
2206;NETHERMOOR PARK                                             ;2324;;
2207;HARLAW PARK                                                 ;732;;
2208;VÁRKERT                                                     ;2560;;
2209;BRAMDRUPDAM KUNSTGRÆSBANE                                   ;0;;
2210;STADION GOSIR                                               ;14037;;
2211;KAMAZ                                                       ;700;;
2212;RASUNDA FOTBOLLSTADION                                      ;5840;;
2213;SKONTO                                                      ;7100;;
2214;STADION LETZIGRUND                                          ;9500;;
2215;CITY ARÉNA - ŠTADIÓN ANTONA MALATINSKÉHO                    ;7394;;
2216;AINSLIE PARK                                                ;611;;
2217;NEW LODGE                                                   ;3400;;
2218;FSK RASSVET                                                 ;100;;
2219;STADE DE GERLAND                                            ;41044;;
2220;ODENSE ATLETIKSTADION                                       ;500;;
2221;MOL ARÉNA SÓSTÓ                                             ;3268;;
2222;STADIONUL MUNICIPAL (HÎNCE?TI)                              ;0;;
2223;SPORTPARK UNTERHACHING                                      ;7500;;
2224;LNER STADIUM                                                ;9469;;
2225;CATAWIKI-SPORTPARK                                          ;500;;
2226;BUKO STADION                                                ;5000;;
2227;SPORTPARK PANHUIS (DOVO)                                    ;400;;
2228;PAPACHARALAMBIO ETHNIKO STADIO                              ;0;;
2229;HERLUFMAGLE KUNSTGRÆS                                       ;0;;
2230;LERSØPARKEN                                                 ;312;;
2231;SIXFIELDS STADIUM                                           ;7798;;
2232;NOVA CREU ALTA                                              ;6157;;
2233;DEHESA DE NAVALCARBÓN                                       ;500;;
2234;FORRESTERS PARK                                             ;485;;
2235;UKRAINA                                                     ;7700;;
2236;UNIVERSITY OF BOLTON STADIUM                                ;8624;;
2237;MOL ARÉNA                                                   ;9980;;
2238;CLUJ ARENA                                                  ;7577;;
2239;SPORTPARK DE WIJCHERT                                       ;0;;
2240;DE BOSK                                                     ;800;;
2241;SPORTPARK OOSTERSPORTPARK                                   ;0;;
2242;CARLO SPERONI                                               ;605;;
2243;BANBURY PLANT HIRE COMMUNITY STADIUM                        ;2400;;
2244;GRADSKI-STADION BANJA LUKA                                  ;8653;;
2245;LEMONSOFT STADION                                           ;4385;;
2246;ORIEL PARK                                                  ;5400;;
2247;PINILLA                                                     ;990;;
2248;SOUTH WEST INTERIORS STADIUM                                ;1600;;
2249;EUSEBIO ARCE                                                ;2000;;
2250;STADION VION                                                ;3220;;
2251;THE SHAY                                                    ;8042;;
2252;CIVITAS NUEVO VIVERO                                        ;8068;;
2253;MEADOWBANK STADIUM                                          ;601;;
2254;STADIONUL MOLDOVA                                           ;620;;
2255;TSC ARENA                                                   ;4200;;
2256;ENRICO ROCCHI                                               ;800;;
2257;NORDSEE-STADION                                             ;8119;;
2258;ARCUL DE TRIUMF (2021)                                      ;0;;
2259;MILLENNIUM STADIUM                                          ;65842;;
2260;SK NYVA                                                     ;2700;;
2261;DACIA ARENA                                                 ;9837;;
2262;BANKPARKEN                                                  ;400;;
2263;EL RUBIAL                                                   ;3000;;
2264;PARTIZAN STADIUM                                            ;5502;;
2265;CHRISTIE GILLIES PARK                                       ;60;;
2266;STADION KRYSTAL                                             ;5155;;
2267;SAN NICOLA                                                  ;9754;;
2268;ARDEN GARAGES STADIUM                                       ;2800;;
2269;KAPITAL BANK ARENA                                          ;750;;
2270;STADIUMI LAÇI                                               ;850;;
2271;GIPEDO DOXA DRAMAS                                          ;0;;
2272;MOMMSENSTADION                                              ;5000;;
2273;JOBSERVE COMMUNITY STADIUM                                  ;9920;;
2274;ARENA LUBLIN                                                ;964;;
2275;SURI PARK                                                   ;0;;
2276;AKER STADION                                                ;9553;;
2277;NV ARENA                                                    ;8000;;
2278;THE NEW LAWN                                                ;3812;;
2279;MONJASA PARK                                                ;948;;
2280;FRANCISCO PERAZA                                            ;0;;
2281;SPORTPARK VOORDORP                                          ;500;;
2282;LA ERAGUDINA                                                ;900;;
2283;STADE ALPHONSE THEIS                                        ;0;;
2284;STADIUM IM. M. KHATUEV                                      ;1100;;
2285;BELLEVUE                                                    ;2000;;
2286;GIUSEPPE MOCCAGATTA                                         ;800;;
2287;ROSSIYA-STADION                                             ;800;;
2288;KUNST, FÆLLEDPARKEN                                         ;0;;
2289;GAINSBOROUGH MARTIN & CO. ARENA                             ;2180;;
2290;EMIL ALEXANDRESCU                                           ;8004;;
2291;ESTADIO LA FLORIDA                                          ;5800;;
2292;KRANJCEVICEVA                                               ;500;;
2293;THE PILOT FIELD                                             ;4028;;
2294;COUNTY GROUND                                               ;6408;;
2295;DIMOTIKO GIPEDO PANTHIRAIKOU                                ;0;;
2296;EWEN FIELDS                                                 ;3123;;
2297;CIUDAD DE LA LÍNEA                                          ;0;;
2298;DIMOTIKO STADIO ASPROPYRGOU                                 ;0;;
2299;SILVIO PIOLA                                                ;940;;
2300;SPAREKASSEN VENDSYSSEL ARENA                                ;561;;
2301;SPORTPARK DE KASTELENRING                                   ;400;;
2302;SIBRE-SPORTZENTRUM HAARWASEN                                ;670;;
2303;DIMOTIKO GIPEDO PYLIOU                                      ;0;;
2304;LUIGI BETTINAZZI                                            ;200;;
2305;BAZHOVIA STADION                                            ;150;;
2306;SPORTPARK GROTE GEERT                                       ;450;;
2307;HOLSTEBRO IDRÆTSPARK                                        ;502;;
2308;BROWNLANDS PARK                                             ;349;;
2309;STÄDTISCHES STADION (PLATZ A)                               ;4999;;
2310;GRANT PARK                                                  ;0;;
2311;SAMSUNG VÖLLURINN                                           ;980;;
2312;PRIESTFIELD STADIUM                                         ;8567;;
2313;CENTRAL STADIUM                                             ;900;;
2314;SPORTPARK DE DOELEN                                         ;0;;
2315;NOU ESTADI MUNICIPAL DE CORNELLÀ                            ;500;;
2316;GORODSKOY                                                   ;5207;;
2317;SAKSKØBING STADION                                          ;100;;
2318;SØNDERBORG STADION                                          ;350;;
2319;MOSSET PARK                                                 ;865;;
2320;PRAPOR                                                      ;800;;
2321;NEW BUCKS HEAD                                              ;1006;;
2322;BANK RESPUBLIKA ARENA                                       ;6000;;
2323;STADIO IS ARENAS                                            ;9500;;
2324;EL POZUELO                                                  ;2500;;
2325;STADIO KALAMARIAS                                           ;300;;
2326;OSTALB ARENA                                                ;9172;;
2327;YUVILEYNYI                                                  ;6500;;
2328;WIKLÖF HOLDING ARENA                                        ;1637;;
2329;SPORTPARK RIDDERKERK                                        ;900;;
2330;CSR ORHEI                                                   ;6072;;
2331;VAZGEN SARGSYAN REPUBLICAN STADIUM                          ;3500;;
2332;DIMOTIKO GIPEDO KERATSINIOU PANAGIOTIS SALPEAS              ;0;;
2333;BORISOV-ARENA                                               ;9516;;
2334;ESTADIO DE LA CARTUJA                                       ;55579;;
2335;SELMAN STËRMASI                                             ;4500;;
2336;SPORTPARK ORANJEHOF                                         ;600;;
2337;CAMPO DE FÚTBOL ANDRÉS TORREJÓN                             ;550;;
2338;HOLSTEIN-STADION                                            ;9916;;
2339;CENTRAL STADIUM NOVOROSSIYSK                                ;6000;;
2340;DIMOTIKO GIPEDO NIKEAS                                      ;700;;
2341;WINDSOR PARK                                                ;995;;
2342;QABALA CITY STADIUM                                         ;5850;;
2343;HELIOS-ARENA                                                ;900;;
2344;VYATSSHOR                                                   ;796;;
2345;GERHARD HANAPPI STADION                                     ;16000;;
2346;OKSON PARK                                                  ;650;;
2347;KOSMOS                                                      ;2500;;
2348;HUNDESTED STADION                                           ;1208;;
2349;LONGMEAD STADIUM                                            ;0;;
2350;STADION AM BRUCHWEG                                         ;4500;;
2351;GP STADION AM HARDTWALD                                     ;8500;;
2352;SPORTPARK ZUID DVS ´33                                      ;500;;
2353;ILIE OANA (2011)                                            ;15000;;
2354;SAN JUAN                                                    ;600;;
2355;AMMOCHOSTOS STADIUM                                         ;950;;
2356;PURMERSTEIJN SPORTPARK                                      ;1000;;
2357;MUNICIPAL NOU BARRIS                                        ;0;;
2358;STADION TEKSTILSHCHIK                                       ;8200;;
2359;ANXO CARRO                                                  ;3000;;
2360;ZENTRALSTADION VOLGOGRAD (-2014)                            ;13500;;
2361;DIMOTIKO GIPEDO THINALIOU                                   ;0;;
2362;ESSENTUKI-ARENA                                             ;200;;
2363;STADION AM HÖLZCHEN                                         ;2870;;
2364;MYYRMÄKI STADION                                            ;3126;;
2365;KYNOCH PARK                                                 ;650;;
2366;MV COMMERCIAL PRESTONFIELD STADIUM                          ;850;;
2367;SRC HRVATSKIH VITEZOVA                                      ;5000;;
2368;NEFTEKHIMIK                                                 ;475;;
2369;DIMOTIKO STADIO TRIKALON IMATHIAS                           ;0;;
2370;FIRHILL STADIUM                                             ;1153;;
2371;RAJKO MITIC STADIUM                                         ;51364;;
2372;HARMSWORTH PARK                                             ;0;;
2373;AEK ARENA - GEORGIOS KARAPATAKIS                            ;6947;;
2374;ZENTRALSTADION SHAKHTER                                     ;9000;;
2375;VIITORUL                                                    ;4500;;
2376;SAN FRANCISCO                                               ;800;;
2377;NICOLA CERAVOLO                                             ;3171;;
2378;"STADION ""AM WALDSCHLÖßCHEN""                                 ";3500;;
2379;CHAMPION HILL                                               ;3336;;
2380;ESTADIO MARIANO HARO                                        ;1500;;
2381;LFF STADIONAS                                               ;930;;
2382;ESTADIO CIUDAD DE LUCENA                                    ;400;;
2383;LAS CALLEJAS                                                ;900;;
2384;LA ESTACADA                                                 ;1500;;
2385;HÜSEYIN AVNI AKER                                           ;9550;;
2386;THE PERRYS CRABBLE STADIUM                                  ;5645;;
2387;MIKHEIL MESKHI STADIUM II                                   ;0;;
2388;YUNIST                                                      ;3750;;
2389;RAIFFEISEN ARENA                                            ;8300;;
2390;JOSÉ LUIS BELDA                                             ;1400;;
2391;MARIJAMPOLES FUTBOLO ARENA                                  ;920;;
2392;FREDERIKSSUND STADION                                       ;402;;
2393;CRESSING ROAD STADIUM                                       ;645;;
2394;MARSTAL STADION                                             ;716;;
2395;EAK VOLOU                                                   ;950;;
2396;TAMME STAADION                                              ;1169;;
2397;CONSTANT VANDEN STOCK STADION                               ;8063;;
2398;SPORTPARK BURGEMEESTER BUININGPARK                          ;450;;
2399;STRÖMVALLEN                                                 ;1137;;
2400;CIUDAD DE TUDELA                                            ;2999;;
2401;BROADFIELD STADIUM                                          ;5880;;
2402;GRADSKI VRT                                                 ;7452;;
2403;NÖRRE AABY STADIUM                                          ;0;;
2404;STADION SHAKHTY ZHOVTNEVA                                   ;750;;
2405;OK+ STADION                                                 ;0;;
2406;TENGIZ BURJANADZE STADIUM                                   ;6244;;
2407;GLEBE PARK                                                  ;724;;
2408;GENTOFTE SPORTSPARK                                         ;685;;
2409;STADION IMENI VOLODYMYRA KUTSA                              ;0;;
2410;ENERGETYK                                                   ;650;;
2411;ALI SAMI YEN SPOR KOMPLEKSI NEF STADYUMU                    ;9992;;
2412;PASIENKY STADION                                            ;9563;;
2413;ARENA CHERTANOVO                                            ;500;;
2414;SHERIFF SMALL ARENA                                         ;2046;;
2415;RHEIN-STADION                                               ;5600;;
2416;LOOP MEADOW STADIUM                                         ;2707;;
2417;DEVA STADIUM                                                ;3534;;
2418;PGE NARODOWY                                                ;45000;;
2419;ST ANDREW'S                                                 ;9914;;
2420;CARLO ZECCHINI                                              ;632;;
2421;L?NK?RAN M?RK?ZI STADIONU                                   ;9000;;
2422;NARCÍS SALA                                                 ;6563;;
2423;FREDENSBORG STADION                                         ;876;;
2424;GSP STADIUM                                                 ;9836;;
2425;TOWNHEAD PARK                                               ;0;;
2426;DIMOTIKO LEFKIMMIS                                          ;0;;
2427;NADDERUD                                                    ;3291;;
2428;DIMOTIKO STADIO SIDIROKASTROU                               ;600;;
2429;THE MARINE TRAVEL ARENA                                     ;0;;
2430;SK ZENIT                                                    ;210;;
2431;SALTO DEL CABALLO                                           ;0;;
2432;SHOWGROUNDS                                                 ;467;;
2433;TOP FIELD                                                   ;3148;;
2434;"GIPEDO EPISKOPIS ""THEODOROS VARDINOGIANNIS""                 ";0;;
2435;GIPEDO ELLINIKOU                                            ;400;;
2436;MESTSKÝ ŠTADIÓN                                             ;3240;;
2437;DAK ARGOUS                                                  ;0;;
2438;VIÐ DJÚPUMÝRAR                                              ;980;;
2439;BILINO POLJE                                                ;7124;;
2440;AVEDØRE STADION                                             ;257;;
2441;LEIMBACHSTADION                                             ;8000;;
2442;AIR ALBANIA STADIUM                                         ;7200;;
2443;MDCC-ARENA                                                  ;5000;;
2444;DIMOTIKO STADIO ALEXANDROUPOLIS                             ;0;;
2445;CAMPO DE FÚTBOL JUAN GUEDES                                 ;1500;;
2446;DIMOTIKO STADIO KARDITSAS                                   ;3500;;
2447;ARENA ARDA                                                  ;4460;;
2448;STADIO LUIGI RAZZA                                          ;0;;
2449;LOKOMOTIV-PEROVO                                            ;200;;
2450;DUDGEON PARK                                                ;547;;
2451;BELLSDALE PARK                                              ;310;;
2452;CAMPO SPORTIVO DI FALCIANO                                  ;437;;
2453;MASCOT PARK                                                 ;5416;;
2454;ARCELORMITTAL PARK                                          ;8993;;
2455;KR-VÖLLUR                                                   ;967;;
2456;FRIEDENSSTADION                                             ;5966;;
2457;LOKOMOTIV                                                   ;950;;
2458;REINO DE LEÓN                                               ;4600;;
2459;GIPEDO NEAS EFKARPIAS                                       ;0;;
2460;GRANT STREET PARK                                           ;1950;;
2461;GANDZASAR STADIUM                                           ;2470;;
2462;RAATIN STADION                                              ;2200;;
2463;STADION MISKYI MYKOLAIV                                     ;0;;
2464;KYBUNPARK                                                   ;6335;;
2465;CARDIFF INTERNATIONAL SPORTS STADIUM                        ;1316;;
2466;DIMOTIKO GIPEDO KAPARELLIOU                                 ;0;;
2467;STADION DUBOCICA                                            ;6812;;
2468;ARENA E DEMAVE                                              ;2600;;
2469;ESTÁDIO DO VARZIM SC                                        ;853;;
2470;DIMOTIKO GIPEDO NEA IONIAS                                  ;0;;
2471;NEWLANDSFIELD PARK                                          ;608;;
2472;KANTRIDA                                                    ;9326;;
2473;FRITZ-WALTER-STADION                                        ;5000;;
2474;MUNICIPAL DE LEBRIJA                                        ;2000;;
2475;SPORTPARK ERVENBOS                                          ;600;;
2476;RENATO CURI                                                 ;4478;;
2477;1ST CLOUD ARENA                                             ;3800;;
2478;YANTAR                                                      ;85;;
2479;AINSLIE PARK STADIUM                                        ;867;;
2480;DIETMAR-HOPP-SPORTPARK                                      ;5000;;
2481;JETSMARK STADION                                            ;0;;
2482;STADION METALURG (1970)                                     ;985;;
2483;ANKARA 19 MAYIS STADYUM                                     ;9703;;
2484;UROZHAY                                                     ;500;;
2485;JODA-SPORTPARK                                              ;500;;
2486;STADIO DI CORNAREDO                                         ;3369;;
2487;STEAUA                                                      ;27135;;
2488;BALGARSKA ARMIYA                                            ;8000;;
2489;ALLIANZ-STADION                                             ;3000;;
2490;SPORTPARK DE LOK                                            ;400;;
2491;ALBERT-KUNTZ-SPORTPARK                                      ;4347;;
2492;MESTSKÝ FOTBALOVÝ STADION MIROSLAVA VALENTY                 ;6520;;
2493;ESTÁDIO DO CLUBE DESPORTIVO DAS AVES                        ;630;;
2494;TØMRERMESTER JIM JENSENS PARK                               ;368;;
2495;MUNICIPAL DE DEPORTES DE CHICLANA                           ;5520;;
2496;HIGHBURY STADIUM                                            ;5001;;
2497;CROFT PARK                                                  ;3644;;
2498;DIMOTIKO STADIO EGIOU                                       ;2100;;
2499;RUNDFORBI STADION                                           ;157;;
2500;MANNSBERG-STADION                                           ;3264;;
2501;AVAN ACADEMY STADIUM                                        ;1500;;
2502;INSTALACIONES MUNDIAL 82                                    ;3300;;
2503;SPORTPARK DE GROOTE WIELEN                                  ;600;;
2504;STADE ADRAR                                                 ;34875;;
2505;WORKERS STADIUM                                             ;39752;;
2506;COMMERZBANK ARENA                                           ;8000;;
2507;MARIANO GONZÁLEZ                                            ;420;;
2508;ØSTERBRO STADION                                            ;937;;
2509;LOKOTRANS ARENA                                             ;5000;;
2510;FRATTON PARK                                                ;9834;;
2511;SACHS-STADION                                               ;4610;;
2512;DIMOTIKO STADIO AGIOU NIKOLAOU                              ;0;;
2513;NUEVO ESTADIO MUNICIPAL                                     ;800;;
2514;MUNICIPAL DE ARROYO                                         ;1619;;
2515;SPORTPARK MIDDELMORS                                        ;600;;
2516;KIRYAT ELIEZER                                              ;9520;;
2517;SPEKTRUM ODDER                                              ;0;;
2518;STADION IM SPORTPARK HÖHENBERG                              ;6177;;
2519;O VAO                                                       ;350;;
2520;ION OBLEMENCO (2017)                                        ;2530;;
2521;ARENA KOP & KANDE                                           ;0;;
2522;"GIPEDO RIZOUPOLIS ""GEORGIOS KAMARAS""                        ";912;;
2523;A. LE COQ ARENA                                             ;995;;
2524;GIPEDO SYNIKISMOU KORINTHOU                                 ;600;;
2525;CARTAGONOVA                                                 ;7550;;
2526;SPORTPARK DE RUSHEUVEL                                      ;650;;
2527;STONEBRIDGE ROAD                                            ;2960;;
2528;ARBOUR PARK                                                 ;2205;;
2529;NP3 ARENA                                                   ;444;;
2530;ALLPAY.PARK                                                 ;1178;;
2531;TOYOTA STADIUM                                              ;31417;;
2532;ULLEVI                                                      ;0;;
2533;"STADION ""DE VLIERT""                                         ";6500;;
2534;DEEPDALE                                                    ;9807;;
2535;ALEJANDRO ORTEA                                             ;0;;
2536;DIMOTIKO STADIO                                             ;0;;
2537;FERNANDO TORRES                                             ;7200;;
2538;CAMP MURTA                                                  ;6200;;
2539;SHENZHEN UNIVERSIADE SPORTS CENTRE STADIUM                  ;22045;;
2540;CENTRAL STADIUM  KAZAN                                      ;9649;;
2541;KREUZEICHE-STADION                                          ;8166;;
2542;SAVIVALDYBES STADION                                        ;2354;;
2543;FERGUSON PARK                                               ;350;;
2544;CARMUIRS PARK                                               ;0;;
2545;STADE MUNICIPAL                                             ;980;;
2546;MEL GROUP STADIUM                                           ;2000;;
2547;VILDBJERG STADION                                           ;0;;
2548;MSV-ARENA                                                   ;5874;;
2549;SPORTPARK DE KROM                                           ;900;;
2550;TARUP PARK                                                  ;3015;;
2551;FREDERIKSHAVN STADION                                       ;200;;
2552;GRIGORIS LAMBRAKIS STADIUM                                  ;0;;
2553;VEJLBY STADION                                              ;677;;
2554;REPUBLICAN STADIUM NAMED AFTER VAZGEN SARGSYAN              ;2850;;
2555;ASTANA ARENA                                                ;9143;;
2556;MARKO MOCK ARENA                                            ;3400;;
2557;KRASNAYA ZVEZDA                                             ;500;;
2558;NUEVO PEPICO AMAT                                           ;5160;;
2559;CEAHLAUL                                                    ;15000;;
2560;ABBEY STADIUM                                               ;7987;;
2561;BORÅS ARENA                                                 ;9040;;
2562;CAMPO DE FÚTBOL DE LA SOLANA                                ;500;;
2563;BRANN STADION                                               ;4688;;
2564;5 OCAK FATIH TERIM                                          ;9600;;
2565;GROUPAMA ARÉNA                                              ;8853;;
2566;ZENTRALSTADION PAVLODAR                                     ;9500;;
2567;ADAMS PARK                                                  ;9298;;
2568;ESTADIO ALFREDO DI STÉFANO                                  ;0;;
2569;KOCAELI STADI                                               ;0;;
2570;PIEDRABUENA                                                 ;900;;
2571;SOMERSET PARK                                               ;986;;
2572;HERLEV STADION                                              ;440;;
2573;TIVOLI STADION TIROL                                        ;5269;;
2574;ŠPORTNI PARK LENDAVA                                        ;2500;;
2575;VORDINGBORG STADION                                         ;800;;
2576;CAMPO CRUZ DO REGUENGO                                      ;0;;
2577;PRINCESS ROYAL PARK                                         ;800;;
2578;PRÍNCIPE FELIPE                                             ;7000;;
2579;MUNICIPAL DE BADALONA                                       ;735;;
2580;ŠPORTNI PARK ŠIŠKA LJUBLJANA                                ;1200;;
2581;SPORTPARK ASSUMBURG                                         ;400;;
2582;MATCHROOM STADIUM                                           ;3808;;
2583;RED BULL ARENA SALZBURG                                     ;9473;;
2584;GALABANK STADIUM                                            ;817;;
2585;TOMMASO FATTORI                                             ;702;;
2586;ZIMBRU STADION                                              ;8500;;
2587;STADIO NEAPOLIS “PERIKLIS MELIDONIOTIS”                     ;0;;
2588;NANTPORTH                                                   ;915;;
2589;MUNICIPAL TOMÁS BERLANGA                                    ;3700;;
2590;STADION VEST                                                ;0;;
2591;NORDJYSKE BANK ARENA STRANDBY                               ;0;;
2592;HERMANOS ANTUÑA                                             ;450;;
2593;VIBY IDRÆTSPARK                                             ;800;;
2594;ODEK                                                        ;1000;;
2595;DYRSKUEPLADSEN                                              ;0;;
2596;HØRSHOLM IDRÆTSPARK                                         ;800;;
2597;THE SHOWGROUNDS                                             ;944;;
2598;LJUDSKI VRT                                                 ;9796;;
2599;TXERLOIA FUTBOL ZELAIA                                      ;0;;
2600;SPORTPARK NIEUW ZUID                                        ;4500;;
2601;ESTÁDIO DR. MÁRIO DA SILVEIRA                               ;420;;
2602;BROADWOOD STADIUM                                           ;965;;
2603;EDUARD-STRELTSOV-STADION                                    ;9900;;
2604;O COUTO                                                     ;800;;
2605;NEXØ STADION                                                ;0;;
